YEAR_BUILT,SQUARE_FEET,NUM_BEDROOMS,NUM_BATHROOMS,LOT_ACRES,GARAGE_SPACES,FRONT_PORCH,DECK,PRICE
1976,1928.9965918089729,4,1.0,0.94,1,1,0,158449
2005,3736.0192734642037,4,1.0,1.02,1,0,0,575702
1987,2353.176376721972,5,2.0,0.94,1,1,0,302076
2000,2170.461754732035,4,3.0,0.57,2,0,0,354119
2001,1114.197461372335,3,1.0,1.05,2,0,0,167879
1984,3235.521546859142,3,2.0,0.9,1,0,1,398828
1986,2057.917253630182,4,1.0,0.93,0,0,1,212637
1992,4714.619934009631,4,1.0,0.86,1,0,1,655092
1997,2605.995021138396,5,1.5,1.26,2,1,0,402299
1989,3434.526005876564,6,1.0,1.16,0,0,0,457578
1996,2719.521285191358,3,2.0,0.82,0,0,1,365228
2004,3082.993057998528,4,1.5,0.97,2,0,1,494498
1985,3172.297587947871,3,1.5,0.89,0,0,1,371694
1977,2680.6209516499125,2,3.0,0.74,0,1,0,268193
1985,3146.345736973886,5,1.5,1.24,3,0,1,438051
1988,2731.3938325547215,6,2.5,1.12,3,1,1,414009
1996,2935.9366566178624,4,1.0,1.09,3,0,0,441740
1989,2745.019059129366,3,3.0,1.03,1,1,0,367202
1984,4650.192604502626,4,1.0,1.32,1,0,1,612328
1986,2782.339719889913,6,2.5,1.08,0,0,0,366050
1999,2870.7224929564904,5,1.0,1.19,1,0,0,428458
1995,1410.1881916168886,6,3.0,1.27,1,0,1,230578
1991,1992.9457731884795,2,3.0,1.13,2,1,0,270891
1976,2608.2257753716663,4,1.5,1.1,0,1,1,255233
2006,2270.0729810438565,4,1.5,1.13,1,0,1,369960
1999,4476.473434270147,2,1.5,1.18,0,1,1,631671
2019,3197.0918389873623,6,2.0,1.16,0,1,1,586963
1996,2973.780823029745,4,1.0,0.59,3,0,0,439917
2008,2530.952165690852,3,1.5,1.48,2,0,0,429342
1990,2407.348176594634,3,1.5,0.95,0,0,1,282852
1991,4135.962083810825,6,1.0,0.91,2,0,0,599044
1991,2800.2057883411317,4,2.5,0.92,3,0,1,416330
1987,4109.474548050688,6,1.0,1.04,2,0,1,577021
2004,3398.557158601687,2,1.5,0.67,0,1,0,487333
2011,2180.0434841404394,3,2.0,1.19,1,1,0,379856
1997,3415.4901300902256,3,1.0,0.61,0,0,0,456473
1999,3592.82373419169,5,2.0,0.87,1,1,0,546973
1979,3755.3888957726613,5,2.5,1.01,1,1,0,480958
1997,3859.487904166294,5,2.5,0.96,1,0,1,585823
1984,3576.099103568301,4,3.0,0.78,1,1,0,473114
1997,3503.1635707385926,3,2.0,1.17,3,1,0,538024
1978,2952.65221763345,6,1.5,1.44,3,0,1,386997
1992,2496.379507957447,5,3.0,0.93,2,1,0,378406
2001,3337.1692720589563,3,2.5,1.01,0,1,1,493225
1984,2778.8286032386027,2,1.0,1.03,1,1,1,307274
1979,3740.2621009060003,2,2.0,1.07,1,1,1,442089
2018,3578.7513899835876,3,1.5,0.99,0,0,1,599162
2018,2482.129423436761,3,3.0,0.78,3,0,1,499019
1982,2448.5632285079546,6,2.0,0.95,3,0,1,331534
1995,3141.392420513992,3,3.0,1.1,0,1,1,442708
2015,2082.679503318051,2,3.0,0.68,3,0,0,412601
2002,3387.0569880412963,6,2.0,0.91,3,0,1,571708
1991,3236.590650431746,5,3.0,0.64,2,0,1,480088
2000,3290.256271637259,4,1.5,0.66,2,1,0,500938
1970,2960.2488490884753,4,1.5,1.08,3,1,0,322737
1965,2952.191886869136,3,2.5,0.99,3,1,1,300178
1997,2457.2455729688095,5,2.5,1.45,0,0,1,367836
1989,3672.254080189925,4,2.5,1.34,1,1,1,513438
1997,3267.2318672944384,2,2.5,0.86,2,1,0,480484
1992,2809.3157994855583,2,1.0,1.29,0,0,0,340747
1981,2525.9410709857616,6,1.0,0.8,0,0,1,275891
2002,2059.6202389018117,5,1.0,0.65,3,1,1,343693
2006,2509.230426773244,6,1.5,1.51,3,0,0,461534
2009,2687.2365234555014,5,3.0,0.92,0,0,1,461885
1993,3488.648861270243,5,2.5,1.01,2,1,0,525947
1998,2969.392497234591,2,2.5,0.83,0,0,1,410358
1990,1938.8147364197353,3,1.5,1.08,1,1,1,229522
1999,3943.661846328896,2,1.0,0.6,1,0,1,550549
1978,2866.7039323283093,6,1.5,1.19,0,1,0,325355
2008,2529.8389914695726,4,1.5,1.29,3,1,1,451325
1993,2382.849247532831,3,3.0,1.1,1,1,0,333927
1991,2921.8618575337973,6,1.5,1.57,0,0,1,404329
1991,3193.101499728707,2,3.0,0.98,3,0,1,463665
1991,3748.2663431468027,3,1.5,0.32,1,1,1,494539
2019,3223.1801399850565,3,2.5,1.06,1,1,1,581877
1994,2020.9132044484797,6,1.5,1.23,0,1,1,279086
2006,3179.509994419899,4,1.0,0.79,1,1,1,493776
1997,2679.1745872551855,4,2.0,1.12,2,0,1,408676
1977,2068.4481653105304,2,3.0,1.46,2,1,0,217167
2010,2224.6656018142553,3,2.0,0.85,1,1,0,376449
1982,2782.8069175971495,6,1.5,1.02,0,1,0,330221
1990,4681.802908266574,3,1.5,0.8,0,1,1,621770
2007,3444.506103599042,2,1.0,0.71,2,1,1,532325
1991,1556.3349273521287,5,2.5,1.05,3,1,1,241700
1995,2903.3364771292154,4,1.5,1.33,2,1,0,427950
1992,2968.295736701331,2,2.0,0.87,3,1,1,418294
2007,3100.0202754627026,5,1.5,1.23,0,1,1,495953
2011,3085.7578708328037,5,1.0,0.99,2,0,0,532713
1978,3544.9798825787093,5,3.0,1.41,3,1,0,487896
1990,3809.384252700106,3,2.0,0.99,0,1,1,501257
1969,2581.931695787149,3,1.0,0.76,2,1,1,223689
2017,2306.362858439204,2,1.0,1.08,3,1,0,432154
2000,2929.4584868713564,3,2.5,1.4,3,0,0,477918
2004,4395.62652539682,2,2.5,0.82,2,1,1,684143
1979,3249.7486664020535,4,2.5,1.25,0,1,0,383712
1984,3786.8630298722255,6,1.0,0.79,1,0,0,494879
1983,4139.428769980596,5,1.0,0.74,0,0,1,517014
1996,4034.902192241946,3,2.0,0.74,1,0,0,576335
1993,3672.2592425748962,6,1.0,0.8,3,0,0,552838
1988,3833.7259001961534,6,2.0,0.76,0,1,0,521458
1988,4270.721852816883,2,2.5,0.95,2,1,0,587358
2002,3993.911324535564,3,1.0,0.77,3,1,1,615636
2000,3187.0720614862275,4,2.0,1.02,1,0,1,483360
1992,2524.167609888758,6,1.5,0.85,0,0,1,338875
2001,2464.621405186851,4,3.0,0.78,0,0,0,376393
1995,2402.4456386113184,5,2.0,1.09,2,0,1,366716
2001,2369.4466206264406,3,3.0,1.21,1,0,0,373566
1983,3247.5772419206232,6,1.0,1.31,2,1,0,431786
1997,2633.0310645019035,3,1.5,0.94,0,0,1,351554
1992,2307.71940682942,5,1.5,1.0,2,0,1,328657
1985,2774.64691981559,6,1.5,0.67,1,1,0,353747
1999,3498.1551142330163,3,2.5,1.09,1,0,0,523573
2011,2738.2886712939526,5,3.0,0.93,3,0,1,524693
2000,2835.4612729841206,6,1.0,1.4,1,1,0,441319
1994,3447.4962879681325,4,3.0,1.03,2,0,1,522574
1989,2764.2254039024074,2,3.0,0.86,2,0,1,372533
1998,3838.854604111011,5,1.0,1.09,3,1,1,597178
1999,1895.5101981780492,4,1.5,1.4,1,1,1,282826
1983,3063.567053584194,4,2.5,0.98,3,0,1,416735
1985,3548.809945554307,4,2.0,1.3,2,0,0,481821
2010,3367.1253929621666,2,2.5,0.57,1,1,0,541118
2005,3830.8861139936394,2,1.5,1.33,0,1,0,567082
1988,2536.2822687249086,6,3.0,1.48,0,0,1,352642
1987,3720.9634170365553,4,2.5,1.18,2,0,1,523344
1995,3933.6351140007737,5,2.0,0.63,0,0,1,559495
2005,2917.974178009095,3,1.5,1.29,1,1,0,454546
1982,2192.5858554261686,6,1.0,0.89,2,1,0,262237
2001,3039.2711441640936,3,1.0,0.83,0,1,0,423340
1994,2615.0577324718975,6,2.5,1.03,1,0,1,395208
1981,3922.7468502932634,5,1.5,1.03,3,0,0,531362
1994,4671.98445838644,6,2.5,0.83,3,1,1,730747
1993,3401.238569790503,5,3.0,1.17,1,0,1,507735
2006,3876.6208107732327,5,1.0,1.48,3,0,0,648693
1999,2612.644661068588,5,1.0,1.04,3,0,0,417496
1977,3332.1014877227094,3,2.0,0.56,1,1,0,373215
2013,2702.306134854548,5,1.5,1.56,1,0,0,486245
2002,4838.372879243332,6,1.0,0.98,3,1,1,775455
1992,2685.242789146592,5,2.5,1.1,1,1,0,386786
1997,1848.4419940536686,2,2.0,0.32,3,1,0,267066
2012,2628.4339702155567,6,2.5,0.99,3,0,0,516615
1991,3350.043463432939,6,2.0,0.5,3,0,1,505006
1987,2988.638257668436,4,2.0,0.63,2,0,1,397745
1988,2932.088931727998,2,2.0,1.33,1,0,1,369763
1999,3022.652039040553,3,2.5,1.61,3,1,1,490047
1996,1899.6867080497475,6,3.0,0.66,1,0,0,299853
1990,2840.2236293046267,5,1.0,0.88,2,1,1,389233
1986,3473.067066251164,5,2.5,0.74,2,1,0,484560
1983,2613.503522491071,6,1.5,0.39,3,1,0,345375
1984,3206.884358973561,3,1.5,0.98,0,1,1,373232
1985,2522.7458177120134,5,1.0,0.98,2,1,1,318111
1995,2998.2041074556787,6,2.0,1.12,1,1,0,451530
1994,3393.7581036690576,6,1.0,0.57,2,1,0,497613
1988,1090.6811430593275,3,1.5,1.09,3,1,1,122452
2001,3257.416460665209,6,1.0,1.17,1,0,0,506162
1979,3306.810645668858,2,2.0,0.64,1,0,1,370621
1995,3126.7903691307115,3,2.0,1.42,1,1,0,445318
2006,2181.4894639820586,2,2.5,1.04,1,0,1,350323
2000,3404.7201799035083,3,1.5,0.77,3,1,0,524758
1993,1805.8154250862174,6,1.0,1.14,0,0,1,232972
1996,3048.0501666183513,3,2.5,0.9,0,0,1,423207
1992,3225.9805641758717,2,1.5,1.04,3,0,0,451997
1994,2616.3046747928765,3,1.0,1.34,3,1,0,377545
1987,4165.162051826406,3,2.5,0.85,3,1,0,590024
1995,3397.104946796382,3,2.5,0.95,2,0,1,501315
1978,2840.4145823357503,2,2.0,0.76,1,1,0,297462
2003,2921.604016012158,4,2.5,1.36,3,0,0,501140
1996,3329.7337392569843,6,2.0,0.94,1,1,0,503560
2005,3457.267220793567,4,2.5,1.32,1,1,1,560890
1992,2639.5567590575383,3,2.5,1.33,0,1,1,348383
1986,2811.2729969995603,5,2.0,0.76,1,0,1,363090
1997,3829.583398511736,2,3.0,1.09,0,0,0,545787
2010,2020.3867628629105,2,1.5,1.0,1,1,1,330558
1993,2523.2998040839766,4,3.0,0.88,1,0,1,361694
2009,1497.604107933662,3,1.0,1.1,0,0,0,236140
1980,2939.26666100338,3,1.0,1.2,0,1,0,308889
1992,3556.942813427616,6,2.5,1.0,2,1,0,541041
1991,3790.756870448874,2,3.0,0.91,2,1,1,537263
1982,2898.7182589449826,2,1.0,1.09,0,1,1,301157
1999,4977.879818407311,5,3.0,1.04,0,1,0,757281
2002,2716.4904871641047,4,1.0,0.94,0,0,1,391573
1985,3737.4689569764632,6,1.5,1.13,3,0,1,535070
2002,2984.0680145319625,2,1.5,1.27,3,1,1,469160
1994,4049.5564482961045,6,3.0,1.03,0,0,1,602883
1993,3245.868853278459,6,2.0,0.76,3,1,0,503280
1998,3083.4186180062156,3,3.0,0.73,0,0,0,443462
1992,4077.408615264659,5,3.0,0.9,3,1,0,630111
2003,3236.064157833846,5,1.0,1.0,3,0,0,530409
1986,2975.1667873024694,6,1.0,1.07,2,1,0,402325
1986,2832.2035112310305,3,1.0,0.84,1,1,1,332430
2010,2404.6820251940962,4,1.0,0.86,0,1,1,383602
1986,3552.5022586052373,5,2.5,1.09,2,1,1,501725
1995,2710.1330745373143,4,1.0,0.94,0,0,1,355619
1998,2386.6604290922464,2,3.0,1.24,2,1,1,366599
1983,2457.067787496715,5,1.5,1.32,2,1,0,310860
2004,1309.9051090263579,3,2.5,0.91,0,1,1,202635
2004,3399.1655630407827,2,1.0,0.52,0,1,1,477674
1985,3284.2985413249107,6,3.0,0.75,3,1,1,483894
1982,3728.709033423967,6,2.5,0.75,3,1,0,528056
1992,2957.2852266292325,4,2.5,0.73,1,0,0,412042
1994,3668.820721819796,3,2.5,0.88,0,0,1,506023
1986,2037.1023179728713,3,2.0,0.99,1,1,0,230415
2008,4160.05116795685,3,2.0,0.98,0,0,1,643707
1989,3290.2843945338564,4,3.0,1.07,1,1,1,459592
1992,3219.508779513793,2,2.5,1.38,3,0,0,471126
1996,3970.7894531561883,3,3.0,1.11,3,1,0,617268
2004,1939.099305786201,4,1.5,1.57,2,1,0,331914
1985,3149.5153159806696,5,2.5,0.79,3,1,0,446777
1992,3554.3457937242943,6,1.0,1.5,3,1,0,540651
1977,2827.6465487117143,5,2.0,1.25,0,0,0,312896
1989,2952.801461508343,3,1.0,1.19,1,1,1,370770
2011,2421.887579490053,5,1.5,1.38,0,0,0,416483
2000,3070.292287668599,3,2.5,1.39,1,0,0,468893
1982,2053.486542623944,6,2.0,1.08,2,0,0,259222
2006,2301.9444748779415,3,2.0,0.85,2,1,0,383041
1996,4356.173558991242,2,1.5,1.02,3,0,1,641226
1990,2547.576871726997,6,2.5,1.14,1,1,0,366736
1996,1519.019307354369,5,1.0,1.04,1,0,0,208452
1998,3287.2668059215907,4,1.5,0.56,0,0,0,458990
1986,3153.939887086818,3,2.5,1.13,1,1,1,407540
1998,3447.6712088203835,2,1.5,1.13,1,0,1,486600
1990,3176.717806561256,6,1.0,1.23,1,1,1,439957
1993,2718.5033736000382,2,1.5,0.87,3,0,0,378325
2001,3561.3153189751592,4,2.5,1.07,1,0,1,552747
1974,4190.238562014472,4,1.5,1.14,3,1,0,528135
1979,2135.359775604258,6,2.5,1.46,3,0,0,284703
1991,3383.385330323553,4,2.0,1.05,0,0,0,453257
1983,2734.437848876536,5,1.5,0.88,1,1,1,330865
1982,3816.5711850207235,3,1.5,0.74,3,1,0,496085
1995,3194.75126365411,3,2.0,0.96,1,0,0,448612
1994,3453.530890960222,6,1.0,1.23,0,0,1,486479
1998,2418.7928621857673,5,1.0,1.14,3,0,1,384918
2000,3905.785479770836,6,1.5,0.98,1,0,1,603067
1999,3498.7210415547024,5,1.5,1.01,0,1,1,512458
1990,1535.6888238298293,2,2.0,0.84,1,0,1,162953
1989,3390.4318839186362,3,1.0,0.93,2,1,0,447514
2003,2650.6823214700767,3,1.0,0.55,1,0,0,385852
1993,3891.7840464644814,2,1.0,1.0,2,0,1,533767
1978,3002.702238647544,3,2.5,1.23,0,0,1,331355
1977,2925.658086918441,2,1.0,0.98,3,1,1,323548
2000,2829.8877485774847,6,2.5,1.22,1,0,0,460283
1978,2899.4322820145358,2,1.0,0.89,1,0,0,293264
1991,3027.7940683328816,4,1.5,0.97,2,0,0,421219
1999,2813.888145066626,6,1.0,0.7,3,0,0,452583
2005,4696.885222812637,6,1.5,1.1,3,1,0,778532
1978,3819.5566562137074,4,1.0,1.03,3,0,0,483383
1995,3210.3776783832127,6,2.5,1.17,1,0,0,491606
1989,2102.109558383432,4,1.5,1.01,2,0,1,272966
1974,1862.5952038989312,3,2.5,0.98,3,0,1,181589
2002,2508.150364052979,3,3.0,0.9,1,1,1,394722
1984,3800.9545181421495,4,1.0,1.37,1,1,0,485693
1992,3301.0980756016615,5,2.0,0.73,1,0,0,466114
2003,3497.6394956224162,2,3.0,1.23,1,0,1,543095
2012,1697.337335243381,5,2.0,0.73,1,1,0,325550
1977,2365.544516971174,3,1.5,0.9,2,0,1,240831
1998,3340.263553547093,6,2.0,0.76,3,0,0,542439
1990,3720.389549484822,6,1.5,0.72,1,1,1,521358
2008,2812.5305126278877,3,1.0,1.3,2,0,0,461379
1986,2868.534952706777,5,1.0,1.02,1,1,1,360580
2005,2946.5930113152285,2,3.0,1.0,2,0,1,481988
1999,3262.4571069158856,5,2.0,0.92,0,1,0,483168
1993,3099.447510903497,2,1.5,1.16,3,0,0,439817
1998,1857.8903861342044,2,3.0,0.76,2,0,0,280083
1979,2503.409449802838,3,1.0,0.68,3,0,0,275711
2005,3089.903047842167,5,2.5,0.49,0,1,1,488335
1991,1990.0533730046548,4,2.0,0.69,1,0,1,253858
1989,3182.306515673618,4,3.0,1.68,1,1,1,452545
1995,3179.456683674337,4,1.0,0.76,2,0,0,453318
1988,3500.633483674644,4,2.5,1.29,0,1,0,466945
1987,4056.608000907356,2,1.5,0.92,3,1,0,549791
1999,3179.9666899167823,2,2.0,1.13,2,0,1,473945
1997,3174.472499816327,6,1.5,0.94,0,1,1,462770
1981,2870.2478941315485,2,1.0,0.76,3,1,1,331937
1978,3444.029581047983,6,2.0,0.93,3,1,1,460554
2000,3226.780520143372,5,3.0,1.21,2,1,0,532167
1979,2499.5519357250655,6,1.5,0.67,1,1,0,282482
2006,4110.463811976758,5,1.0,0.67,0,1,0,626619
1990,3038.319906260731,3,2.5,1.01,1,1,0,408397
1999,3464.881587162781,3,1.5,1.33,1,0,1,507182
2003,2546.0490098106975,4,1.0,0.78,0,0,0,368607
1972,2708.6538697500787,2,1.0,0.69,0,1,0,216648
2019,2920.1252386579895,4,1.5,0.9,1,0,1,529018
1998,3587.4970043145127,4,2.5,1.3,2,0,0,560124
1991,3291.649180363144,2,3.0,1.03,3,0,0,479197
1987,1864.2550073111263,6,2.5,1.05,0,0,0,232888
1995,3777.684508167288,2,1.5,0.54,2,0,1,527252
2003,3336.5638224126274,6,2.5,0.74,0,0,1,529084
1980,3324.2691758012324,6,1.0,0.82,2,1,1,420940
1987,3165.2976491632453,4,2.5,1.05,0,1,0,408044
2012,3329.822592303055,4,2.5,0.87,1,0,1,570023
2011,2731.505124178902,6,2.5,0.85,2,1,1,509975
1976,2796.1095861340054,3,1.0,1.0,2,1,1,294416
2004,1385.3987592271335,4,1.5,1.12,2,0,1,242109
2002,976.2801034833947,6,3.0,0.99,0,1,0,181292
2007,3404.2810374313167,2,1.5,1.15,1,0,1,525392
1991,2349.455576095862,3,2.5,0.84,0,0,1,292518
1996,3075.162040367073,6,1.5,0.94,0,1,1,442874
1980,2929.9636846165963,2,2.5,0.79,0,1,1,313844
1994,3322.6912190040684,3,3.0,1.16,1,0,0,480803
1990,3573.949227871652,6,3.0,0.88,1,1,1,524292
1992,3670.724158313415,2,2.0,1.48,3,0,0,532808
1995,1188.8343599868454,2,3.0,0.86,3,1,1,181225
1998,2760.02363998073,2,1.0,0.81,3,0,0,401153
1984,2738.662677535514,6,1.0,0.55,1,0,1,334049
2000,2832.54865964806,2,1.5,1.06,0,1,0,388282
1978,3800.6627143847118,6,1.0,0.88,1,0,1,468299
1997,2610.6852610950323,2,2.0,0.97,1,1,0,361152
1979,2414.6895642591708,2,1.5,1.17,2,0,1,252253
1999,4902.740276925914,6,1.5,1.08,3,1,1,779111
1994,2225.315587923896,4,2.0,0.8,0,1,1,290797
1994,3829.7751450992446,2,2.5,0.74,1,1,1,533066
1995,2679.3062152801267,5,2.5,0.98,1,0,1,399095
1996,2449.3261691335565,3,2.5,0.9,1,0,0,348398
1984,1242.3339808229846,4,3.0,1.05,3,0,0,157100
1983,2091.3753428507525,6,1.5,1.12,1,0,0,248006
1989,1762.968599120453,2,1.5,0.67,1,1,0,181995
1986,2267.5596789026285,5,1.0,0.75,2,0,1,281383
1984,3542.020929211023,2,3.0,0.96,2,0,1,465703
1972,3563.90032284112,4,2.0,1.12,3,0,0,431385
2003,2099.8134688781684,6,3.0,1.18,2,1,0,387672
2011,3125.0744757285734,6,2.0,1.09,3,0,1,580111
1999,3138.9047038664407,4,2.5,0.92,3,0,1,507135
1963,1718.3992077055107,5,1.5,0.79,1,0,0,77109
2000,3061.3486309616947,6,1.0,0.84,0,0,1,451802
2012,3152.455856464998,6,2.5,0.82,2,0,1,577668
1997,3220.403411080389,3,3.0,1.3,1,1,0,482560
1995,4212.968780434541,2,2.0,1.14,3,1,0,624045
1999,2962.8259177471255,3,3.0,1.09,0,1,1,435773
2008,3007.335497145515,2,1.0,0.68,2,1,1,471300
2011,3017.320753318742,4,2.5,1.48,1,0,0,527298
1988,3790.1915247487614,3,1.0,1.11,1,1,0,490178
1995,2585.477533789302,3,1.0,1.26,0,0,0,331721
1997,3853.897562271805,4,2.0,0.89,3,1,0,596434
1993,1861.1082595034052,4,2.5,1.29,1,0,1,261016
1989,3780.2655318761604,6,2.0,0.68,0,1,0,517239
1990,3064.7462480706154,4,1.0,1.13,3,0,1,431661
1982,2258.7641832858326,6,2.5,1.17,1,0,1,283864
1992,2093.7572458448712,2,2.5,0.92,1,1,0,265363
1990,2860.9851259476063,6,3.0,1.33,1,1,1,424097
1981,3627.1665692031256,2,2.5,0.94,1,1,1,440674
1987,3749.029929058608,6,2.0,0.92,1,0,1,521154
1998,3607.1403542647577,5,2.0,0.87,1,1,0,544121
1986,1980.7109237705909,4,1.5,1.38,2,1,1,245306
1992,2247.359918480955,2,2.5,1.06,0,1,0,275503
1994,2244.6539182845636,4,2.5,0.84,2,1,1,331798
1996,3241.1788613819645,2,1.0,0.9,0,0,1,419676
1998,3477.3707189254164,6,1.0,1.31,0,0,0,511255
1985,3013.510508885335,3,2.0,1.15,2,0,0,389276
1994,2603.9028643161555,2,1.0,0.82,2,1,1,342885
1972,2395.6061070655082,6,2.5,0.95,3,1,0,281090
1992,3351.719052983747,5,2.0,1.05,0,0,0,463507
1993,2720.9490024538645,5,2.5,0.95,1,1,1,394892
1975,2828.5828791142067,6,3.0,1.16,3,1,0,371687
1995,2408.128254868533,4,2.5,1.22,0,0,1,337019
2002,3527.752106526739,4,1.5,1.29,3,0,1,571012
2005,3475.002400138327,6,2.0,1.46,1,1,0,578150
2004,1870.8322949630435,5,2.5,0.61,3,1,0,347274
2016,2511.6642959756136,3,1.0,1.05,2,1,1,452499
1970,2576.5663419254483,5,1.5,1.09,2,0,0,260334
1980,2333.9989181267297,4,1.5,0.72,2,0,0,258399
1996,3158.195369377236,5,3.0,1.13,2,0,0,500679
1996,3348.6007808298705,4,3.0,1.17,3,1,1,534840
1982,3567.680606159577,2,1.5,1.26,0,1,1,411552
1993,2498.451858460735,4,2.0,0.94,2,0,1,358867
2006,3031.174097179867,2,1.0,1.28,1,1,1,458876
2008,2934.407227720023,5,1.5,0.15,3,0,1,504911
2013,2473.109450667722,2,2.5,0.86,1,1,1,426366
2006,3774.7395198270224,5,1.0,0.62,0,1,1,575510
1992,2382.3788007421927,6,1.5,0.95,0,0,1,319106
1991,3259.1393902412447,3,2.5,1.17,2,0,0,463920
1980,3192.84628887257,6,2.0,1.14,3,0,1,436026
2007,1246.4297812766433,6,1.5,0.93,0,0,1,223414
1979,2360.8714912919336,6,1.0,1.0,3,0,1,289130
1990,3866.584057198187,2,1.5,1.08,0,0,0,493687
2002,2958.4242725025506,5,1.5,1.17,1,1,1,463813
1997,2949.1115351983594,6,1.0,0.88,2,0,0,450566
1994,2435.173635978995,4,2.0,1.2,1,1,0,343276
1972,3844.8267730243383,6,2.0,0.67,3,1,1,486774
1993,2809.971112100269,3,1.5,1.32,3,1,0,408795
2005,2929.2287552532575,4,2.0,0.98,1,1,1,469084
2007,2366.676376953854,4,1.0,1.04,0,0,0,365601
1996,4156.694435823863,3,1.0,1.3,2,1,0,603004
1994,3268.556042876771,2,2.5,1.05,1,1,0,453533
2011,3366.609423991809,5,2.5,1.11,2,1,0,599141
1994,3061.7082915639544,3,1.0,0.89,1,0,1,407606
1987,2651.418391311973,2,1.0,0.75,3,0,0,328962
1998,2495.454031330279,2,2.0,1.28,3,1,1,383518
1998,1201.3398242740936,6,1.5,1.19,1,1,1,190550
1996,4814.874785015201,3,1.5,0.67,1,0,0,684781
1991,2463.284760868003,4,2.5,1.25,0,1,0,325742
1991,1746.4922562510158,2,2.5,1.06,3,0,1,240373
1988,2442.54727095045,3,2.0,1.0,3,0,0,331382
1999,2264.7554387397827,6,2.0,1.33,0,0,0,349663
2004,4027.6775895392348,3,2.5,1.15,0,1,0,613901
1999,4338.259029378896,6,3.0,1.1,2,0,1,702238
1982,3163.8788443565854,5,1.0,0.96,1,1,1,383981
2004,3562.2757399152906,4,2.0,0.96,3,1,1,588741
1991,3386.018484112989,5,3.0,1.15,0,1,0,480152
1988,3713.2414826128634,6,3.0,0.98,2,0,1,551686
2014,2097.2044000959977,3,3.0,0.73,3,1,0,420530
1988,3402.3169717426294,5,1.5,1.28,1,1,1,462047
1987,3081.274997915779,5,1.0,1.04,2,0,0,412791
2003,2282.7427476927583,4,1.0,1.38,2,0,0,368111
1983,3428.6551780151844,4,2.0,0.84,3,0,1,461898
2009,2760.7157015438875,6,2.0,0.78,3,0,0,510807
1995,2151.772438447547,2,3.0,0.89,2,1,0,311115
2003,2862.2270687052464,2,2.5,0.69,1,0,0,432184
2002,3572.644638499883,2,2.5,0.88,3,1,0,566596
2003,2672.3813325865813,4,3.0,1.1,1,0,1,437357
1989,3786.4634326895653,4,1.5,1.11,1,0,1,512119
2005,2598.0732988747855,5,2.0,0.94,3,1,1,458810
1987,3353.5210576215277,5,2.0,1.1,2,0,1,469528
1985,3083.211498222882,2,2.5,1.31,2,1,1,399631
1992,3377.485281383147,4,1.5,0.69,1,0,0,459472
2008,2735.3659040339835,6,2.5,1.13,3,0,1,514754
1999,2839.830836630566,2,2.0,0.73,3,0,1,431924
1989,1703.8523892684245,6,3.0,0.7,1,1,0,236077
1986,3232.2917409302386,5,2.5,1.19,0,1,0,425193
1997,2086.415168597694,3,1.5,1.08,3,1,0,316662
1971,3544.920725038483,6,2.0,1.09,3,1,0,443088
2004,2696.134622455015,3,3.0,0.78,3,0,1,461120
1988,1905.8126893419335,5,2.0,0.89,1,1,1,239221
1992,3388.4970303864156,5,2.0,0.89,3,0,1,511624
1984,3395.1177346191,4,1.0,0.8,1,0,0,416267
1986,3180.132285169933,4,1.5,0.93,2,1,0,418469
1987,3591.489200325628,2,2.0,0.99,1,1,1,458573
1992,2906.9570773733426,5,2.5,0.8,2,1,0,430543
1991,3545.024793047764,3,2.0,0.92,0,1,1,465553
1999,1759.2095613513955,6,1.0,1.29,0,1,1,258231
1991,2378.3939163289297,2,1.0,1.29,3,0,0,316109
1984,2299.1719646305087,3,3.0,0.65,3,0,0,299625
2008,3018.7529957901857,2,1.0,1.3,0,0,1,452312
2000,2169.835919179256,2,1.5,0.64,3,0,0,327575
2012,2728.4216192614094,4,2.5,1.34,3,1,0,516863
1994,3256.3033425943113,6,1.5,1.31,1,1,0,480595
2015,3657.3881290317877,2,2.5,1.0,3,0,1,646108
2001,2280.8244240598624,4,2.5,1.23,3,1,0,393073
1999,1675.0305237684747,3,1.5,0.99,0,0,0,218604
1982,3087.5281223473835,6,2.0,0.81,3,0,0,425279
2008,2832.492610779719,3,2.5,1.44,0,1,0,458973
1999,5252.537860346636,6,1.5,0.63,1,0,1,794830
1976,4382.849485974464,6,1.5,0.98,1,1,0,554627
1990,2738.692586044213,5,3.0,0.97,0,1,1,375353
1992,1698.5259136865825,5,2.5,1.28,0,1,1,226478
1999,3026.4447624003697,5,3.0,0.94,3,0,1,508066
2000,3699.2706339473048,6,1.0,0.96,0,0,0,549290
1974,2324.9039763401115,3,1.5,1.2,0,1,1,194235
2002,2984.123640722139,4,2.5,0.74,1,0,0,466218
2001,3791.4438215013965,4,2.0,1.19,1,0,1,581566
1993,2516.124432726955,2,1.5,0.68,1,1,1,315118
1990,1706.721812718082,4,2.5,0.96,1,1,0,217908
2019,4046.265237872112,3,3.0,1.08,2,0,1,728139
1984,2979.8125611796145,5,2.5,0.96,3,1,1,418871
2005,2193.0120146432755,2,1.5,1.08,2,1,0,347651
1972,3524.407490293875,5,1.5,1.04,3,1,1,426761
1999,4079.9400870520053,6,1.5,1.46,0,1,0,616391
